"model_instance","backend","backend_reuse_latency_total_ms","bypassed_matches","dataset","device","dtype","early_layer_attempts","early_layer_hits","energy_source","engine","fast_exact_path_hits","gpu_energy_j","gpu_joules_per_request","gpu_joules_per_total_token","hit_rate","idle_adjusted_gpu_energy_j","idle_adjusted_joules_per_request","logit_guard_attempts","logit_guard_hits","mean_latency_ms","model","n_requests","p50_latency_ms","p95_latency_ms","p99_latency_ms","policy_bypass_total","policy_exact_total","policy_plans_total","policy_semantic_partial_total","prompt_mode","recompute_tokens_total","reuse_attempts","reuse_successes","reused_prefix_tokens_total","scaffold_bypass_store_successes","scaffold_only_attempts","scaffold_only_hits","seed","semantic_blocked_by_backend_total","semantic_matches_total","semantic_opportunity_estimated_savings_ms","semantic_opportunity_plans_total","semantic_opportunity_reused_tokens_total","semantic_partial_hits","semantic_partial_reused_tokens_total","semantic_quality_divergence_events","semantic_quality_divergence_sum","semantic_queries_total","semantic_scaffold_store_successes","service_throughput_rps","source_json","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","throughput_rps","wasted_compute_ratio"
"google_gemma-4-12B-it","hf","0.0","0","ultrachat","cuda","float16","","","nvml","no_cache","","8422.882281","63.902968","0.078814","0.0","6959.945779","53.242985","","","88.571819","google/gemma-4-12B-it","128","93.666464","95.387118","95.653527","","","","","semantic","101377","0","0","0","","","","789","","","","","","","","","","","","11.290273","raw_results\google_gemma-4-12B-it\semantic\seed_789\ultrachat\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","1","1","7.160367","0.0"
"google_gemma-4-12B-it","hf","0.0","0","ultrachat","cuda","float16","","","nvml","shadow_kv","","8152.415146","62.191513","0.077516","0.0","7001.690648","54.075143","","","88.597158","google/gemma-4-12B-it","128","96.380612","94.608131","93.774105","","","","","semantic","101377","0","0","0","","","","789","","","","","","","","","","","","11.287044","raw_results\google_gemma-4-12B-it\semantic\seed_789\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","0.999713997597982","1.00823382717496","7.3602","0.0"
"google_gemma-4-12B-it","hf","5921.015207","0","ultrachat","cuda","float16","0","0","nvml","shadow_kv_plus","127","4223.394729","30.82932","0.037091","0.9921875","3363.731198","26.408805","","","49.273859","google/gemma-4-12B-it","128","49.260326","48.217995","49.655492","1","127","128","0","semantic","85121","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","20.294737","raw_results\google_gemma-4-12B-it\semantic\seed_789\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","1.79754175535551","1.97824729128617","10.178349","0.0"
"google_gemma-4-12B-it","hf","0.0","0","ultrachat","cuda","float16","","","nvml","no_cache","","7681.712051","63.764813","0.082488","0.0","7019.101087","53.912062","","","91.592801","google/gemma-4-12B-it","128","94.037827","95.250221","91.62654","","","","","semantic","101377","0","0","0","","","","999","","","","","","","","","","","","10.917889","raw_results\google_gemma-4-12B-it\semantic\seed_999\ultrachat\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","1","1","6.924199","0.0"
"google_gemma-4-12B-it","hf","0.0","0","ultrachat","cuda","float16","","","nvml","shadow_kv","","7980.149443","62.605406","0.076257","0.0","7193.239713","54.39731","","","94.028111","google/gemma-4-12B-it","128","93.260499","97.082691","92.917283","","","","","semantic","101377","0","0","0","","","","999","","","","","","","","","","","","10.635117","raw_results\google_gemma-4-12B-it\semantic\seed_999\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","0.974100192228684","0.981124647647025","6.935084","0.0"
"google_gemma-4-12B-it","hf","5515.518028","0","ultrachat","cuda","float16","0","0","nvml","shadow_kv_plus","127","4134.107933","31.896572","0.037876","0.9921875","3270.052907","26.118074","","","49.05968","google/gemma-4-12B-it","128","48.257788","51.786011","49.813711","1","127","128","0","semantic","85121","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","20.383337","raw_results\google_gemma-4-12B-it\semantic\seed_999\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_ultrachat_semantic_cuda.json","1.86696694719574","1.83930407383569","10.222784","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","no_cache","","7825.586","61.137390625","0.07602675552792135","0.0","6742.093849273028","52.672608197445534","","","90.0982951336573","google/gemma-4-12B-it","128","94.82147450034972","96.59637155855307","104.18808845744934","","","","","semantic","102932","0","0","0","","","","42","","","","","","","","","","","","11.098989148646366","raw_results\google_gemma-4-12B-it\semantic\seed_42\xsum\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1","1","7.109976873877891","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","shadow_kv","","7901.3","61.72890625","0.0767623285275716","0.0","6801.381038046138","53.135789359735455","","","90.10264907772125","google/gemma-4-12B-it","128","94.74210000189487","96.66943360498408","104.08322083225357","","","","","semantic","102932","0","0","0","","","","42","","","","","","","","","","","","11.098452822817832","raw_results\google_gemma-4-12B-it\semantic\seed_42\xsum\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","0.999951677957213","0.999244207360006","7.110042769910488","0.0"
"google_gemma-4-12B-it","hf","5381.697711083689","0","xsum","cuda","float16","0","0","nvml","shadow_kv_plus","127","3372.541","26.3479765625","0.03276474760035752","0.9921875","2641.0688754483576","20.633350589440294","","","42.69816099269974","google/gemma-4-12B-it","128","42.17674699611962","42.98540834715823","43.55598905822262","1","127","128","0","semantic","86676","127","127","16256","1","0","0","42","0","255","0.0","0","0","0","0","0","0.0","128","0","23.420212410810237","raw_results\google_gemma-4-12B-it\semantic\seed_42\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","2.11012120988212","2.24718980865373","10.6647931531315","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","no_cache","","7659.07908","59.437066","0.074923","0.0","6838.815148","49.922165","","","90.10833","google/gemma-4-12B-it","128","92.470678","96.457416","98.374484","","","","","semantic","102932","0","0","0","","","","123","","","","","","","","","","","","11.097753","raw_results\google_gemma-4-12B-it\semantic\seed_123\xsum\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1","1","7.109185","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","shadow_kv","","7867.746524","63.292977","0.074399","0.0","6291.763803","50.525333","","","93.364342","google/gemma-4-12B-it","128","96.85061","96.632552","104.477342","","","","","semantic","102932","0","0","0","","","","123","","","","","","","","","","","","10.710727","raw_results\google_gemma-4-12B-it\semantic\seed_123\xsum\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","0.965125743616337","0.998187608664211","6.861653","0.0"
"google_gemma-4-12B-it","hf","5725.199342","0","xsum","cuda","float16","0","0","nvml","shadow_kv_plus","127","3353.407502","26.192481","0.033622","0.9921875","2600.389522","20.605736","","","42.112168","google/gemma-4-12B-it","128","41.806666","42.086771","45.522289","1","127","128","0","semantic","86676","127","127","16256","1","0","0","123","0","255","0.0","0","0","0","0","0","0.0","128","0","23.746106","raw_results\google_gemma-4-12B-it\semantic\seed_123\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","2.13972194449832","2.29187019360549","10.813194","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","no_cache","","7531.201034","62.679421","0.075017","0.0","6851.038389","52.544499","","","91.537971","google/gemma-4-12B-it","128","94.80055","94.767254","105.484996","","","","","semantic","102932","0","0","0","","","","456","","","","","","","","","","","","10.924428","raw_results\google_gemma-4-12B-it\semantic\seed_456\xsum\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1","1","6.998154","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","shadow_kv","","8145.086738","60.228793","0.079744","0.0","6826.087634","51.376548","","","94.245671","google/gemma-4-12B-it","128","96.425942","95.634775","102.752107","","","","","semantic","102932","0","0","0","","","","456","","","","","","","","","","","","10.610567","raw_results\google_gemma-4-12B-it\semantic\seed_456\xsum\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","0.971269767923876","0.990928812244291","6.797487","0.0"
"google_gemma-4-12B-it","hf","5112.498009","0","xsum","cuda","float16","0","0","nvml","shadow_kv_plus","127","3469.1517","25.241381","0.03196","0.9921875","2689.376464","21.19298","","","41.009251","google/gemma-4-12B-it","128","41.498776","43.963836","44.211037","1","127","128","0","semantic","86676","127","127","16256","1","0","0","456","0","255","0.0","0","0","0","0","0","0.0","128","0","24.384742","raw_results\google_gemma-4-12B-it\semantic\seed_456\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","2.23212979432372","2.15557291224542","11.104008","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","no_cache","","7851.547968","59.924185","0.076534","0.0","6585.675166","53.70624","","","86.782704","google/gemma-4-12B-it","128","97.922537","96.113273","105.751332","","","","","semantic","102932","0","0","0","","","","789","","","","","","","","","","","","11.523033","raw_results\google_gemma-4-12B-it\semantic\seed_789\xsum\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1","1","7.381618","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","shadow_kv","","8123.511984","62.445229","0.078882","0.0","7109.835315","53.911071","","","88.011104","google/gemma-4-12B-it","128","97.053963","94.948245","102.781545","","","","","semantic","102932","0","0","0","","","","789","","","","","","","","","","","","11.362203","raw_results\google_gemma-4-12B-it\semantic\seed_789\xsum\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","0.986042670252154","1.01227013727321","7.27901","0.0"
"google_gemma-4-12B-it","hf","5122.114322","0","xsum","cuda","float16","0","0","nvml","shadow_kv_plus","127","3392.796914","25.137893","0.033741","0.9921875","2677.742304","20.184108","","","41.202055","google/gemma-4-12B-it","128","42.238779","42.462277","44.783093","1","127","128","0","semantic","86676","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","24.270634","raw_results\google_gemma-4-12B-it\semantic\seed_789\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","2.10627125273242","2.26349785716861","11.052047","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","no_cache","","7978.090755","61.686959","0.076063","0.0","6691.606456","49.395809","","","87.697782","google/gemma-4-12B-it","128","99.373164","95.934774","104.753403","","","","","semantic","102932","0","0","0","","","","999","","","","","","","","","","","","11.402797","raw_results\google_gemma-4-12B-it\semantic\seed_999\xsum\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1","1","7.304595","0.0"
"google_gemma-4-12B-it","hf","0.0","0","xsum","cuda","float16","","","nvml","shadow_kv","","7647.557484","61.270986","0.07871","0.0","7017.97813","48.963329","","","88.794219","google/gemma-4-12B-it","128","95.385464","99.298112","103.48797","","","","","semantic","102932","0","0","0","","","","999","","","","","","","","","","","","11.261994","raw_results\google_gemma-4-12B-it\semantic\seed_999\xsum\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","0.987651932610613","0.96612888269215","7.214813","0.0"
"google_gemma-4-12B-it","hf","5425.983293","0","xsum","cuda","float16","0","0","nvml","shadow_kv_plus","127","3432.13772","27.686991","0.033839","0.9921875","2677.184597","21.224225","","","45.147862","google/gemma-4-12B-it","128","42.926021","44.097959","43.76294","1","127","128","0","semantic","86676","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","22.149443","raw_results\google_gemma-4-12B-it\semantic\seed_999\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_xsum_semantic_cuda.json","1.94245703152012","2.17549238503306","10.086127","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","5500.276","42.97090625","0.07589309269531141","0.0","4533.544556558012","35.41831684810947","","","93.01429844560971","google/gemma-4-26B-A4B-it","128","92.93992698803777","95.35433654091321","96.59250331271323","","","","","semantic","72474","0","0","0","","","","42","","","","","","","","","","","","10.75103523556383","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\ag_news\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1","1","6.735589769112708","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","5462.389","42.6749140625","0.07537032590998151","0.0","4531.552334467171","35.402752613024774","","","92.7155131643076","google/gemma-4-26B-A4B-it","128","92.67149300285382","94.98886540241074","96.50871636360534","","","","","semantic","72474","0","0","0","","","","42","","","","","","","","","","","","10.785681552857618","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\ag_news\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.00322260289681","1.00384751556884","6.917659941828019","0.0"
"google_gemma-4-26B-A4B-it","hf","11201.866216913913","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5002.623","39.0829921875","0.06902645086513784","0.9921875","3981.1012193102224","31.102353275861113","","","88.24037447664068","google/gemma-4-26B-A4B-it","128","88.28590800840175","90.58254289921024","91.63181677591638","1","127","128","0","semantic","56218","127","127","16256","1","0","0","42","0","255","0.0","0","0","0","0","0","0.0","128","0","11.332680827014437","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.05410135663276","1.05267895434347","7.1098176235729325","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","5515.580013","41.941128","0.075142","0.0","4376.971268","37.257309","","","95.914115","google/gemma-4-26B-A4B-it","128","96.130483","104.293603","96.869423","","","","","semantic","72474","0","0","0","","","","123","","","","","","","","","","","","10.425994","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\ag_news\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1","1","6.53195","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","5572.63983","43.62722","0.074877","0.0","4547.012545","32.491368","","","91.421616","google/gemma-4-26B-A4B-it","128","94.167037","96.586302","100.798864","","","","","semantic","72474","0","0","0","","","","123","","","","","","","","","","","","10.938332","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\ag_news\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.04914044617194","1.07979703995707","7.015566","0.0"
"google_gemma-4-26B-A4B-it","hf","11128.251523","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","4966.381911","39.055106","0.070065","0.9921875","4153.318195","30.895377","","","88.160551","google/gemma-4-26B-A4B-it","128","83.805115","90.524672","92.902333","1","127","128","0","semantic","56218","127","127","16256","1","0","0","123","0","255","0.0","0","0","0","0","0","0.0","128","0","11.342942","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.08794822527822","1.15210141827413","7.116255","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","5394.235455","43.216619","0.078505","0.0","4677.972525","34.027417","","","95.011726","google/gemma-4-26B-A4B-it","128","95.33004","94.950626","100.970655","","","","","semantic","72474","0","0","0","","","","456","","","","","","","","","","","","10.525017","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\ag_news\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1","1","6.593988","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","5521.541685","41.207381","0.070952","0.0","4460.331194","36.232436","","","94.260863","google/gemma-4-26B-A4B-it","128","87.726616","92.331521","93.781245","","","","","semantic","72474","0","0","0","","","","456","","","","","","","","","","","","10.608857","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\ag_news\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.00796579806404","1.02836631490128","6.804249","0.0"
"google_gemma-4-26B-A4B-it","hf","11615.597461","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5029.999808","38.252139","0.067648","0.9921875","3907.873139","32.481666","","","87.601175","google/gemma-4-26B-A4B-it","128","87.286078","90.091766","92.639376","1","127","128","0","semantic","56218","127","127","16256","1","0","0","456","0","255","0.0","0","0","0","0","0","0.0","128","0","11.415372","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.0845941963678","1.0539323427182","7.161696","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","5688.366973","42.053468","0.075053","0.0","4627.146985","34.629099","","","94.905595","google/gemma-4-26B-A4B-it","128","97.550597","95.147344","95.274882","","","","","semantic","72474","0","0","0","","","","789","","","","","","","","","","","","10.536787","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\ag_news\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1","1","6.601362","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","5374.269155","43.635951","0.079395","0.0","4453.213429","35.760907","","","92.786923","google/gemma-4-26B-A4B-it","128","90.7134","94.30088","96.717734","","","","","semantic","72474","0","0","0","","","","789","","","","","","","","","","","","10.777381","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\ag_news\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.02283373487878","1.00897620467593","6.912336","0.0"
"google_gemma-4-26B-A4B-it","hf","11653.250505","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5220.213323","40.653884","0.067371","0.9921875","3906.211645","31.4299","","","90.560041","google/gemma-4-26B-A4B-it","128","88.766324","87.868121","89.194241","1","127","128","0","semantic","56218","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","11.042398","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.04798533604904","1.082842593163","6.927702","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","5364.247903","43.751074","0.07898","0.0","4567.311819","35.63939","","","94.252126","google/gemma-4-26B-A4B-it","128","95.78096","95.031785","100.24687","","","","","semantic","72474","0","0","0","","","","999","","","","","","","","","","","","10.60984","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\ag_news\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1","1","6.64713","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","5536.738165","39.421633","0.076257","0.0","4487.137886","33.635602","","","90.150233","google/gemma-4-26B-A4B-it","128","93.644758","96.556197","96.485577","","","","","semantic","72474","0","0","0","","","","999","","","","","","","","","","","","11.092595","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\ag_news\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.0455006366983","0.984212178530602","7.114506","0.0"
"google_gemma-4-26B-A4B-it","hf","10523.144253","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5126.932554","38.8158","0.06632","0.9921875","4213.38793","30.360343","","","87.695759","google/gemma-4-26B-A4B-it","128","89.26715","85.585959","88.194854","1","127","128","0","semantic","56218","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","11.40306","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ag_news_semantic_cuda.json","1.07476264616171","1.11036653804393","7.153972","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5275.393","41.2140078125","0.07684252461690846","0.0","4322.965261429289","33.77316610491632","","","90.15181911649961","google/gemma-4-26B-A4B-it","128","89.61302899842849","93.83339755077031","95.95545036703697","","","","","semantic","68652","0","0","0","","","","42","","","","","","","","","","","","11.092399574408363","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","6.9177857063454935","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5260.901","41.1007890625","0.07663143098525899","0.0","4249.060050813131","33.195781646977586","","","89.90555985212723","google/gemma-4-26B-A4B-it","128","89.56786249473225","93.4164670019527","94.8125932693074","","","","","semantic","68652","0","0","0","","","","42","","","","","","","","","","","","11.122782635965526","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.00273908826971","1.00446313762657","7.110027246708668","0.0"
"google_gemma-4-26B-A4B-it","hf","10973.094236047473","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","4884.76","38.1621875","0.07115247917030823","0.9921875","3989.0734764970803","31.16463653513344","","","86.41242285261796","google/gemma-4-26B-A4B-it","128","86.03673550533131","89.4829752483929","91.1108450248139","1","127","128","0","semantic","52396","127","127","16256","1","0","0","42","0","255","0.0","0","0","0","0","0","0.0","128","0","11.5724101580344","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.04327382730906","1.0486173184374","7.313124250998994","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5353.037698","41.112301","0.075762","0.0","4318.042108","34.916566","","","91.253146","google/gemma-4-26B-A4B-it","128","87.122397","90.115256","100.199595","","","","","semantic","68652","0","0","0","","","","123","","","","","","","","","","","","10.958526","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","6.834296","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5189.396258","41.8217","0.075775","0.0","4281.710347","33.607514","","","88.499145","google/gemma-4-26B-A4B-it","128","86.895386","97.658701","99.200552","","","","","semantic","68652","0","0","0","","","","123","","","","","","","","","","","","11.299544","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.03111895600799","0.9227570618618","7.223019","0.0"
"google_gemma-4-26B-A4B-it","hf","11660.925738","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","4744.044326","38.461956","0.069657","0.9921875","3824.29655","31.210216","","","86.257887","google/gemma-4-26B-A4B-it","128","86.375823","89.773678","91.088844","1","127","128","0","semantic","52396","127","127","16256","1","0","0","123","0","255","0.0","0","0","0","0","0","0.0","128","0","11.593143","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.05791075081633","1.00380487919856","7.326226","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5373.881532","41.14116","0.077335","0.0","4300.925907","34.538101","","","90.465047","google/gemma-4-26B-A4B-it","128","86.727776","90.073914","96.775362","","","","","semantic","68652","0","0","0","","","","456","","","","","","","","","","","","11.053993","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","6.893833","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5258.457959","40.571501","0.075721","0.0","4169.361113","32.780002","","","86.22397","google/gemma-4-26B-A4B-it","128","91.368662","94.221749","95.284799","","","","","semantic","68652","0","0","0","","","","456","","","","","","","","","","","","11.597703","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.04918675166546","0.955977945176968","7.413611","0.0"
"google_gemma-4-26B-A4B-it","hf","10439.211764","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","4798.778739","38.672495","0.071462","0.9921875","3895.267322","29.985467","","","88.636367","google/gemma-4-26B-A4B-it","128","89.297297","90.710859","88.1108","1","127","128","0","semantic","52396","127","127","16256","1","0","0","456","0","255","0.0","0","0","0","0","0","0.0","128","0","11.282051","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.02063126075553","0.992978293811549","7.129633","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5603.179687","39.301723","0.080521","0.0","4354.145022","33.916311","","","92.749703","google/gemma-4-26B-A4B-it","128","87.617735","92.755396","91.950755","","","","","semantic","68652","0","0","0","","","","789","","","","","","","","","","","","10.781706","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","6.724021","0.0"
"google_gemma-4-26B-A4B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5328.151106","41.318105","0.076984","0.0","4348.919863","34.102387","","","88.930591","google/gemma-4-26B-A4B-it","128","89.131502","92.554841","96.604425","","","","","semantic","68652","0","0","0","","","","789","","","","","","","","","","","","11.244725","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.04294486247145","1.00216687747322","7.187976","0.0"
