job_index	model_slug	model	rep	dataset	mode	baseline	seed	baseline_position	model_position	block_index	block_key
176	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	samsum	rag	lmcache_no_native_radix	20263021	2	2	20	block_20:3:samsum:rag
177	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	samsum	rag	lmcache_no_native_radix	20263021	2	3	20	block_20:3:samsum:rag
178	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	samsum	rag	sglang_radix_attention	20263021	3	1	20	block_20:3:samsum:rag
179	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	samsum	rag	sglang_radix_attention	20263021	3	2	20	block_20:3:samsum:rag
180	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	samsum	rag	sglang_radix_attention	20263021	3	3	20	block_20:3:samsum:rag
181	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	xsum	rag	sglang_radix_attention_shadowkv_plus	20261081	1	1	21	block_21:1:xsum:rag
182	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	xsum	rag	sglang_radix_attention_shadowkv_plus	20261081	1	2	21	block_21:1:xsum:rag
183	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	xsum	rag	sglang_radix_attention_shadowkv_plus	20261081	1	3	21	block_21:1:xsum:rag
184	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	xsum	rag	sglang_radix_attention	20261081	2	1	21	block_21:1:xsum:rag
185	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	xsum	rag	sglang_radix_attention	20261081	2	2	21	block_21:1:xsum:rag
186	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	xsum	rag	sglang_radix_attention	20261081	2	3	21	block_21:1:xsum:rag
187	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	xsum	rag	lmcache_no_native_radix	20261081	3	1	21	block_21:1:xsum:rag
188	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	xsum	rag	lmcache_no_native_radix	20261081	3	2	21	block_21:1:xsum:rag
189	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	xsum	rag	lmcache_no_native_radix	20261081	3	3	21	block_21:1:xsum:rag
190	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	daily_dialog	templated	lmcache_no_native_radix	20262000	1	1	22	block_22:2:daily_dialog:templated
191	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	daily_dialog	templated	lmcache_no_native_radix	20262000	1	2	22	block_22:2:daily_dialog:templated
192	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	daily_dialog	templated	lmcache_no_native_radix	20262000	1	3	22	block_22:2:daily_dialog:templated
193	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20262000	2	1	22	block_22:2:daily_dialog:templated
194	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20262000	2	2	22	block_22:2:daily_dialog:templated
195	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20262000	2	3	22	block_22:2:daily_dialog:templated
196	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	daily_dialog	templated	sglang_radix_attention	20262000	3	1	22	block_22:2:daily_dialog:templated
197	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	daily_dialog	templated	sglang_radix_attention	20262000	3	2	22	block_22:2:daily_dialog:templated
198	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	daily_dialog	templated	sglang_radix_attention	20262000	3	3	22	block_22:2:daily_dialog:templated
199	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	ag_news	templated	lmcache_no_native_radix	20262040	1	1	23	block_23:2:ag_news:templated
200	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	ag_news	templated	lmcache_no_native_radix	20262040	1	2	23	block_23:2:ag_news:templated
201	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	ag_news	templated	lmcache_no_native_radix	20262040	1	3	23	block_23:2:ag_news:templated
202	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	ag_news	templated	sglang_radix_attention	20262040	2	1	23	block_23:2:ag_news:templated
203	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	ag_news	templated	sglang_radix_attention	20262040	2	2	23	block_23:2:ag_news:templated
204	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	ag_news	templated	sglang_radix_attention	20262040	2	3	23	block_23:2:ag_news:templated
205	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	ag_news	templated	sglang_radix_attention_shadowkv_plus	20262040	3	1	23	block_23:2:ag_news:templated
206	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	ag_news	templated	sglang_radix_attention_shadowkv_plus	20262040	3	2	23	block_23:2:ag_news:templated
207	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	ag_news	templated	sglang_radix_attention_shadowkv_plus	20262040	3	3	23	block_23:2:ag_news:templated
208	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	rag	sglang_radix_attention	20262061	1	1	24	block_24:2:dolly:rag
209	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	rag	sglang_radix_attention	20262061	1	2	24	block_24:2:dolly:rag
210	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	rag	sglang_radix_attention	20262061	1	3	24	block_24:2:dolly:rag
211	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	rag	lmcache_no_native_radix	20262061	2	1	24	block_24:2:dolly:rag
212	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	rag	lmcache_no_native_radix	20262061	2	2	24	block_24:2:dolly:rag
213	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	rag	lmcache_no_native_radix	20262061	2	3	24	block_24:2:dolly:rag
214	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	rag	sglang_radix_attention_shadowkv_plus	20262061	3	1	24	block_24:2:dolly:rag
215	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	rag	sglang_radix_attention_shadowkv_plus	20262061	3	2	24	block_24:2:dolly:rag
216	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	rag	sglang_radix_attention_shadowkv_plus	20262061	3	3	24	block_24:2:dolly:rag
217	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	templated	sglang_radix_attention	20262060	1	1	25	block_25:2:dolly:templated
218	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	templated	sglang_radix_attention	20262060	1	2	25	block_25:2:dolly:templated
219	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	templated	sglang_radix_attention	20262060	1	3	25	block_25:2:dolly:templated
220	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	templated	lmcache_no_native_radix	20262060	2	1	25	block_25:2:dolly:templated
221	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	templated	lmcache_no_native_radix	20262060	2	2	25	block_25:2:dolly:templated
222	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	templated	lmcache_no_native_radix	20262060	2	3	25	block_25:2:dolly:templated
223	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	dolly	templated	sglang_radix_attention_shadowkv_plus	20262060	3	1	25	block_25:2:dolly:templated
224	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	dolly	templated	sglang_radix_attention_shadowkv_plus	20262060	3	2	25	block_25:2:dolly:templated
225	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	dolly	templated	sglang_radix_attention_shadowkv_plus	20262060	3	3	25	block_25:2:dolly:templated
226	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	xsum	templated	lmcache_no_native_radix	20263080	1	1	26	block_26:3:xsum:templated
227	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	xsum	templated	lmcache_no_native_radix	20263080	1	2	26	block_26:3:xsum:templated
228	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	xsum	templated	lmcache_no_native_radix	20263080	1	3	26	block_26:3:xsum:templated
229	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	xsum	templated	sglang_radix_attention_shadowkv_plus	20263080	2	1	26	block_26:3:xsum:templated
230	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	xsum	templated	sglang_radix_attention_shadowkv_plus	20263080	2	2	26	block_26:3:xsum:templated
231	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	xsum	templated	sglang_radix_attention_shadowkv_plus	20263080	2	3	26	block_26:3:xsum:templated
232	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	xsum	templated	sglang_radix_attention	20263080	3	1	26	block_26:3:xsum:templated
233	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	xsum	templated	sglang_radix_attention	20263080	3	2	26	block_26:3:xsum:templated
234	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	xsum	templated	sglang_radix_attention	20263080	3	3	26	block_26:3:xsum:templated
235	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	dolly	rag	sglang_radix_attention_shadowkv_plus	20261061	1	1	27	block_27:1:dolly:rag
236	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	dolly	rag	sglang_radix_attention_shadowkv_plus	20261061	1	2	27	block_27:1:dolly:rag
237	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	dolly	rag	sglang_radix_attention_shadowkv_plus	20261061	1	3	27	block_27:1:dolly:rag
238	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	dolly	rag	sglang_radix_attention	20261061	2	1	27	block_27:1:dolly:rag
239	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	dolly	rag	sglang_radix_attention	20261061	2	2	27	block_27:1:dolly:rag
240	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	dolly	rag	sglang_radix_attention	20261061	2	3	27	block_27:1:dolly:rag
241	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	1	dolly	rag	lmcache_no_native_radix	20261061	3	1	27	block_27:1:dolly:rag
242	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	1	dolly	rag	lmcache_no_native_radix	20261061	3	2	27	block_27:1:dolly:rag
243	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	1	dolly	rag	lmcache_no_native_radix	20261061	3	3	27	block_27:1:dolly:rag
244	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	samsum	rag	lmcache_no_native_radix	20262021	1	1	28	block_28:2:samsum:rag
245	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	samsum	rag	lmcache_no_native_radix	20262021	1	2	28	block_28:2:samsum:rag
246	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	samsum	rag	lmcache_no_native_radix	20262021	1	3	28	block_28:2:samsum:rag
247	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	samsum	rag	sglang_radix_attention	20262021	2	1	28	block_28:2:samsum:rag
248	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	samsum	rag	sglang_radix_attention	20262021	2	2	28	block_28:2:samsum:rag
249	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	samsum	rag	sglang_radix_attention	20262021	2	3	28	block_28:2:samsum:rag
250	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	2	samsum	rag	sglang_radix_attention_shadowkv_plus	20262021	3	1	28	block_28:2:samsum:rag
251	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	2	samsum	rag	sglang_radix_attention_shadowkv_plus	20262021	3	2	28	block_28:2:samsum:rag
252	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	2	samsum	rag	sglang_radix_attention_shadowkv_plus	20262021	3	3	28	block_28:2:samsum:rag
253	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	daily_dialog	templated	sglang_radix_attention	20263000	1	1	29	block_29:3:daily_dialog:templated
254	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	daily_dialog	templated	sglang_radix_attention	20263000	1	2	29	block_29:3:daily_dialog:templated
255	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	daily_dialog	templated	sglang_radix_attention	20263000	1	3	29	block_29:3:daily_dialog:templated
256	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20263000	2	1	29	block_29:3:daily_dialog:templated
257	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20263000	2	2	29	block_29:3:daily_dialog:templated
258	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	daily_dialog	templated	sglang_radix_attention_shadowkv_plus	20263000	2	3	29	block_29:3:daily_dialog:templated
259	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	daily_dialog	templated	lmcache_no_native_radix	20263000	3	1	29	block_29:3:daily_dialog:templated
260	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	daily_dialog	templated	lmcache_no_native_radix	20263000	3	2	29	block_29:3:daily_dialog:templated
261	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	daily_dialog	templated	lmcache_no_native_radix	20263000	3	3	29	block_29:3:daily_dialog:templated
262	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	ag_news	templated	sglang_radix_attention_shadowkv_plus	20263040	1	1	30	block_30:3:ag_news:templated
263	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	ag_news	templated	sglang_radix_attention_shadowkv_plus	20263040	1	2	30	block_30:3:ag_news:templated
264	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	ag_news	templated	sglang_radix_attention_shadowkv_plus	20263040	1	3	30	block_30:3:ag_news:templated
265	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	ag_news	templated	lmcache_no_native_radix	20263040	2	1	30	block_30:3:ag_news:templated
266	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	ag_news	templated	lmcache_no_native_radix	20263040	2	2	30	block_30:3:ag_news:templated
267	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	ag_news	templated	lmcache_no_native_radix	20263040	2	3	30	block_30:3:ag_news:templated
268	qwen25_15b	Qwen/Qwen2.5-1.5B-Instruct	3	ag_news	templated	sglang_radix_attention	20263040	3	1	30	block_30:3:ag_news:templated
269	qwen25_7b	Qwen/Qwen2.5-7B-Instruct	3	ag_news	templated	sglang_radix_attention	20263040	3	2	30	block_30:3:ag_news:templated
270	qwen25_3b	Qwen/Qwen2.5-3B-Instruct	3	ag_news	templated	sglang_radix_attention	20263040	3	3	30	block_30:3:ag_news:templated
