dataset,early_layer_attempts,early_layer_hits,engine,exact_non_scaffold_policy_total,exact_policy_total,exact_scaffold_hits,hit_rate,logit_guard_attempts,logit_guard_hits,model,n_requests,path_reading,prompt_mode,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_policy_total,semantic_partial_reused_tokens_total,semantic_scaffold_store_successes,source_json
oasst1,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
samsum,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,640,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
samsum,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/samsum/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_samsum_semantic_cuda.json
ultrachat,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,,,native_prefix_cache,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
ultrachat,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ultrachat/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ultrachat_semantic_cuda.json
xsum,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,,,native_prefix_cache,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
xsum,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/xsum/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_xsum_semantic_cuda.json
