model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_lmcache_pct
google_gemma-4-31B-it,31.0,dolly,rag,sglang_radix_attention_shadowkv_plus,61.1462,59.8327,62.4597,16.3042,100,173.28,37.8641
google_gemma-4-31B-it,31.0,dolly,templated,lmcache_no_native_radix,90.9857,89.9824,91.9891,11.4755,100,282.38,0.0
google_gemma-4-31B-it,31.0,dolly,templated,sglang_radix_attention,60.0683,58.4799,61.6566,16.4824,100,171.31,33.9806
google_gemma-4-31B-it,31.0,dolly,templated,sglang_radix_attention_shadowkv_plus,56.5348,55.2578,57.8119,16.8986,100,150.77,37.8641
google_gemma-4-31B-it,31.0,daily_dialog,rag,lmcache_no_native_radix,97.8262,96.2535,99.3989,10.7271,105,281.69,0.0
google_gemma-4-31B-it,31.0,daily_dialog,rag,sglang_radix_attention,64.5843,62.951,66.2176,15.6483,105,213.04,33.9806
google_gemma-4-31B-it,31.0,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,60.7852,59.903,61.6674,16.4885,105,172.61,37.8641
google_gemma-4-31B-it,31.0,daily_dialog,templated,lmcache_no_native_radix,96.6585,94.0291,99.2879,10.8527,105,289.59,0.0
google_gemma-4-31B-it,31.0,daily_dialog,templated,sglang_radix_attention,63.8134,62.3826,65.2441,15.8425,105,208.48,33.9806
google_gemma-4-31B-it,31.0,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,60.0596,58.3208,61.7985,16.1636,105,162.3,37.8641
google_gemma-4-31B-it,31.0,samsum,rag,lmcache_no_native_radix,120.8103,119.2227,122.3979,8.0074,140,344.61,0.0
google_gemma-4-31B-it,31.0,samsum,rag,sglang_radix_attention,79.7582,78.9564,80.5601,12.4758,140,253.3,33.9806
google_gemma-4-31B-it,31.0,samsum,rag,sglang_radix_attention_shadowkv_plus,75.0666,73.8786,76.2545,12.9638,140,224.2,37.8641
google_gemma-4-31B-it,31.0,samsum,templated,lmcache_no_native_radix,121.3163,119.0015,123.6311,8.3974,140,410.25,0.0
google_gemma-4-31B-it,31.0,samsum,templated,sglang_radix_attention,80.0923,78.0294,82.1552,12.6417,140,257.73,33.9806
google_gemma-4-31B-it,31.0,samsum,templated,sglang_radix_attention_shadowkv_plus,75.381,73.2196,77.5424,13.1666,140,218.12,37.8641
google_gemma-4-31B-it,31.0,xsum,rag,lmcache_no_native_radix,165.5629,160.8992,170.2265,6.2373,220,471.88,0.0
google_gemma-4-31B-it,31.0,xsum,rag,sglang_radix_attention,109.3036,107.8479,110.7594,8.9728,220,357.71,33.9806
google_gemma-4-31B-it,31.0,xsum,rag,sglang_radix_attention_shadowkv_plus,102.874,100.6741,105.0739,9.5151,220,272.88,37.8641
google_gemma-4-31B-it,31.0,xsum,templated,lmcache_no_native_radix,166.2325,162.2438,170.2212,6.282,220,518.26,0.0
google_gemma-4-31B-it,31.0,xsum,templated,sglang_radix_attention,109.7457,107.5644,111.927,8.7297,220,310.64,33.9806
google_gemma-4-31B-it,31.0,xsum,templated,sglang_radix_attention_shadowkv_plus,103.2901,101.3647,105.2155,9.5095,220,281.45,37.8641
google_gemma-4-31B-it,31.0,alpaca_eval,rag,lmcache_no_native_radix,105.346,102.2658,108.4261,9.8114,125,333.34,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,rag,sglang_radix_attention,69.5488,67.5308,71.5668,15.0967,125,224.28,33.9806
google_gemma-4-31B-it,31.0,alpaca_eval,rag,sglang_radix_attention_shadowkv_plus,65.4577,64.4503,66.4651,14.5747,125,197.35,37.8641
google_gemma-4-31B-it,31.0,alpaca_eval,templated,lmcache_no_native_radix,109.5106,106.9886,112.0327,9.5115,125,319.64,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,templated,sglang_radix_attention,72.2983,70.7289,73.8676,14.018,125,225.01,33.9806
google_gemma-4-31B-it,31.0,alpaca_eval,templated,sglang_radix_attention_shadowkv_plus,68.0454,67.2408,68.8501,14.4726,125,188.65,37.8641
google_gemma-4-31B-it,31.0,oasst1,rag,lmcache_no_native_radix,126.9091,123.4629,130.3553,7.7455,150,410.95,0.0
google_gemma-4-31B-it,31.0,oasst1,rag,sglang_radix_attention,83.7846,82.4638,85.1055,12.4667,150,277.57,33.9806
google_gemma-4-31B-it,31.0,oasst1,rag,sglang_radix_attention_shadowkv_plus,78.8561,77.2,80.5123,12.624,150,217.77,37.8641
google_gemma-4-31B-it,31.0,oasst1,templated,lmcache_no_native_radix,122.5808,118.9764,126.1851,8.0797,150,383.25,0.0
google_gemma-4-31B-it,31.0,oasst1,templated,sglang_radix_attention,80.9271,78.5185,83.3357,12.5516,150,254.43,33.9806
google_gemma-4-31B-it,31.0,oasst1,templated,sglang_radix_attention_shadowkv_plus,76.1667,74.7755,77.5579,12.7189,150,212.41,37.8641
google_gemma-4-31B-it,31.0,ultrachat,rag,lmcache_no_native_radix,142.5692,139.3602,145.7781,7.1965,175,418.09,0.0
google_gemma-4-31B-it,31.0,ultrachat,rag,sglang_radix_attention,94.1233,92.1482,96.0985,11.0787,175,289.79,33.9806
google_gemma-4-31B-it,31.0,ultrachat,rag,sglang_radix_attention_shadowkv_plus,88.5867,86.4637,90.7096,10.861,175,278.11,37.8641
google_gemma-4-31B-it,31.0,ultrachat,templated,lmcache_no_native_radix,140.5179,138.4402,142.5956,6.8734,175,442.5,0.0
google_gemma-4-31B-it,31.0,ultrachat,templated,sglang_radix_attention,92.7691,90.8167,94.7214,10.341,175,317.67,33.9806
google_gemma-4-31B-it,31.0,ultrachat,templated,sglang_radix_attention_shadowkv_plus,87.3121,84.8448,89.7794,11.409,175,231.25,37.8641
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,lmcache_no_native_radix,157.6934,154.5447,160.8422,6.4788,200,492.46,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,sglang_radix_attention,104.1083,102.4979,105.7187,9.9269,200,355.72,33.9806
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,sglang_radix_attention_shadowkv_plus,97.9843,96.5268,99.4418,10.258,200,274.48,37.8641
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,lmcache_no_native_radix,159.0629,155.8554,162.2703,6.5253,200,531.96,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,sglang_radix_attention,105.0124,103.3821,106.6427,9.7989,200,321.8,33.9806
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,sglang_radix_attention_shadowkv_plus,98.8352,96.0001,101.6703,10.1257,200,301.63,37.8641
