[2026-06-17 05:56:16] INFO:     127.0.0.1:43388 - "GET /health HTTP/1.1" 503 Service Unavailable
[2026-06-17 05:56:44] INFO:     127.0.0.1:49650 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49666 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49674 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49694 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49710 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49712 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49714 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49720 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49734 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49736 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49750 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49766 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49768 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49772 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49786 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49792 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49804 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49814 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49818 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49824 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49826 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49840 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49854 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49860 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49876 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49878 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49880 - "POST /v1/chat/completions HTTP/1.1" 200 OK
