block_id	cell_id	model_slug	model_id	arm	seed	dataset	prompt_mode	requests	reset_before
24	4	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	samsum	rag	256	flush_cache+action_counters
24	5	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	ag_news	templated	256	flush_cache+action_counters
24	6	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	ag_news	rag	256	flush_cache+action_counters
24	7	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	dolly	templated	256	flush_cache+action_counters
24	8	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	dolly	rag	256	flush_cache+action_counters
24	9	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	xsum	templated	256	flush_cache+action_counters
24	10	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	xsum	rag	256	flush_cache+action_counters
25	1	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	xsum	rag	256	flush_cache+action_counters
25	2	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	xsum	templated	256	flush_cache+action_counters
25	3	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	dolly	rag	256	flush_cache+action_counters
25	4	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	dolly	templated	256	flush_cache+action_counters
25	5	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	ag_news	rag	256	flush_cache+action_counters
25	6	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	ag_news	templated	256	flush_cache+action_counters
25	7	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	samsum	rag	256	flush_cache+action_counters
25	8	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	samsum	templated	256	flush_cache+action_counters
25	9	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	daily_dialog	rag	256	flush_cache+action_counters
25	10	gemma4_31b	google/gemma-4-31B-it	forced_recompute	4	daily_dialog	templated	256	flush_cache+action_counters
26	1	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	xsum	rag	256	flush_cache+action_counters
26	2	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	xsum	templated	256	flush_cache+action_counters
26	3	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	dolly	rag	256	flush_cache+action_counters
26	4	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	dolly	templated	256	flush_cache+action_counters
26	5	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	ag_news	rag	256	flush_cache+action_counters
26	6	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	ag_news	templated	256	flush_cache+action_counters
26	7	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	samsum	rag	256	flush_cache+action_counters
26	8	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	samsum	templated	256	flush_cache+action_counters
26	9	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	daily_dialog	rag	256	flush_cache+action_counters
26	10	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	4	daily_dialog	templated	256	flush_cache+action_counters
27	1	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	xsum	rag	256	flush_cache+action_counters
27	2	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	xsum	templated	256	flush_cache+action_counters
27	3	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	dolly	rag	256	flush_cache+action_counters
27	4	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	dolly	templated	256	flush_cache+action_counters
27	5	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	ag_news	rag	256	flush_cache+action_counters
27	6	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	ag_news	templated	256	flush_cache+action_counters
27	7	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	samsum	rag	256	flush_cache+action_counters
27	8	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	samsum	templated	256	flush_cache+action_counters
27	9	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	daily_dialog	rag	256	flush_cache+action_counters
27	10	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	4	daily_dialog	templated	256	flush_cache+action_counters
28	1	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	xsum	rag	256	flush_cache+action_counters
28	2	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	xsum	templated	256	flush_cache+action_counters
28	3	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	dolly	rag	256	flush_cache+action_counters
28	4	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	dolly	templated	256	flush_cache+action_counters
28	5	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	ag_news	rag	256	flush_cache+action_counters
28	6	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	ag_news	templated	256	flush_cache+action_counters
28	7	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	samsum	rag	256	flush_cache+action_counters
28	8	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	samsum	templated	256	flush_cache+action_counters
28	9	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	daily_dialog	rag	256	flush_cache+action_counters
28	10	gemma4_31b	google/gemma-4-31B-it	native_baseline	4	daily_dialog	templated	256	flush_cache+action_counters
29	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	xsum	rag	256	flush_cache+action_counters
29	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	xsum	templated	256	flush_cache+action_counters
29	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	dolly	rag	256	flush_cache+action_counters
29	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	dolly	templated	256	flush_cache+action_counters
29	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	ag_news	rag	256	flush_cache+action_counters
29	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	ag_news	templated	256	flush_cache+action_counters
29	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	samsum	rag	256	flush_cache+action_counters
29	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	samsum	templated	256	flush_cache+action_counters
29	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	daily_dialog	rag	256	flush_cache+action_counters
29	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	4	daily_dialog	templated	256	flush_cache+action_counters
30	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	xsum	rag	256	flush_cache+action_counters
30	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	xsum	templated	256	flush_cache+action_counters
30	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	dolly	rag	256	flush_cache+action_counters
30	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	dolly	templated	256	flush_cache+action_counters
30	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	ag_news	rag	256	flush_cache+action_counters
30	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	ag_news	templated	256	flush_cache+action_counters
30	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	samsum	rag	256	flush_cache+action_counters
30	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	samsum	templated	256	flush_cache+action_counters
30	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	daily_dialog	rag	256	flush_cache+action_counters
30	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	4	daily_dialog	templated	256	flush_cache+action_counters
31	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	xsum	rag	256	flush_cache+action_counters
31	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	xsum	templated	256	flush_cache+action_counters
31	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	dolly	rag	256	flush_cache+action_counters
31	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	dolly	templated	256	flush_cache+action_counters
31	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	ag_news	rag	256	flush_cache+action_counters
31	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	ag_news	templated	256	flush_cache+action_counters
31	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	samsum	rag	256	flush_cache+action_counters
31	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	samsum	templated	256	flush_cache+action_counters
31	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	daily_dialog	rag	256	flush_cache+action_counters
31	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	4	daily_dialog	templated	256	flush_cache+action_counters
32	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	xsum	rag	256	flush_cache+action_counters
32	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	xsum	templated	256	flush_cache+action_counters
32	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	dolly	rag	256	flush_cache+action_counters
32	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	dolly	templated	256	flush_cache+action_counters
32	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	ag_news	rag	256	flush_cache+action_counters
32	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	ag_news	templated	256	flush_cache+action_counters
32	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	samsum	rag	256	flush_cache+action_counters
32	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	samsum	templated	256	flush_cache+action_counters
32	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	daily_dialog	rag	256	flush_cache+action_counters
32	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	4	daily_dialog	templated	256	flush_cache+action_counters
33	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	daily_dialog	templated	256	flush_cache+action_counters
33	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	daily_dialog	rag	256	flush_cache+action_counters
33	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	samsum	templated	256	flush_cache+action_counters
33	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	samsum	rag	256	flush_cache+action_counters
33	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	ag_news	templated	256	flush_cache+action_counters
33	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	ag_news	rag	256	flush_cache+action_counters
33	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	dolly	templated	256	flush_cache+action_counters
33	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	dolly	rag	256	flush_cache+action_counters
33	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	xsum	templated	256	flush_cache+action_counters
33	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	5	xsum	rag	256	flush_cache+action_counters
34	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	daily_dialog	templated	256	flush_cache+action_counters
34	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	daily_dialog	rag	256	flush_cache+action_counters
34	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	samsum	templated	256	flush_cache+action_counters
34	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	samsum	rag	256	flush_cache+action_counters
34	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	ag_news	templated	256	flush_cache+action_counters
34	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	ag_news	rag	256	flush_cache+action_counters
34	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	dolly	templated	256	flush_cache+action_counters
34	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	dolly	rag	256	flush_cache+action_counters
34	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	xsum	templated	256	flush_cache+action_counters
34	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	5	xsum	rag	256	flush_cache+action_counters
35	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	daily_dialog	templated	256	flush_cache+action_counters
35	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	daily_dialog	rag	256	flush_cache+action_counters
35	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	samsum	templated	256	flush_cache+action_counters
35	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	samsum	rag	256	flush_cache+action_counters
35	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	ag_news	templated	256	flush_cache+action_counters
35	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	ag_news	rag	256	flush_cache+action_counters
35	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	dolly	templated	256	flush_cache+action_counters
35	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	dolly	rag	256	flush_cache+action_counters
35	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	xsum	templated	256	flush_cache+action_counters
35	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	5	xsum	rag	256	flush_cache+action_counters
36	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	daily_dialog	templated	256	flush_cache+action_counters
36	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	daily_dialog	rag	256	flush_cache+action_counters
36	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	samsum	templated	256	flush_cache+action_counters
36	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	samsum	rag	256	flush_cache+action_counters
36	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	ag_news	templated	256	flush_cache+action_counters
36	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	ag_news	rag	256	flush_cache+action_counters
36	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	dolly	templated	256	flush_cache+action_counters
36	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	dolly	rag	256	flush_cache+action_counters
36	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	xsum	templated	256	flush_cache+action_counters
36	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	5	xsum	rag	256	flush_cache+action_counters
37	1	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	daily_dialog	templated	256	flush_cache+action_counters
37	2	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	daily_dialog	rag	256	flush_cache+action_counters
37	3	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	samsum	templated	256	flush_cache+action_counters
37	4	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	samsum	rag	256	flush_cache+action_counters
37	5	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	ag_news	templated	256	flush_cache+action_counters
37	6	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	ag_news	rag	256	flush_cache+action_counters
37	7	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	dolly	templated	256	flush_cache+action_counters
37	8	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	dolly	rag	256	flush_cache+action_counters
37	9	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	xsum	templated	256	flush_cache+action_counters
37	10	gemma4_31b	google/gemma-4-31B-it	native_baseline	5	xsum	rag	256	flush_cache+action_counters
38	1	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	daily_dialog	templated	256	flush_cache+action_counters
38	2	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	daily_dialog	rag	256	flush_cache+action_counters
38	3	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	samsum	templated	256	flush_cache+action_counters
38	4	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	samsum	rag	256	flush_cache+action_counters
38	5	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	ag_news	templated	256	flush_cache+action_counters
38	6	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	ag_news	rag	256	flush_cache+action_counters
38	7	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	dolly	templated	256	flush_cache+action_counters
38	8	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	dolly	rag	256	flush_cache+action_counters
38	9	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	xsum	templated	256	flush_cache+action_counters
38	10	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	5	xsum	rag	256	flush_cache+action_counters
39	1	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	daily_dialog	templated	256	flush_cache+action_counters
39	2	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	daily_dialog	rag	256	flush_cache+action_counters
39	3	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	samsum	templated	256	flush_cache+action_counters
39	4	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	samsum	rag	256	flush_cache+action_counters
39	5	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	ag_news	templated	256	flush_cache+action_counters
39	6	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	ag_news	rag	256	flush_cache+action_counters
39	7	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	dolly	templated	256	flush_cache+action_counters
39	8	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	dolly	rag	256	flush_cache+action_counters
39	9	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	xsum	templated	256	flush_cache+action_counters
39	10	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	5	xsum	rag	256	flush_cache+action_counters
40	1	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	daily_dialog	templated	256	flush_cache+action_counters
40	2	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	daily_dialog	rag	256	flush_cache+action_counters
40	3	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	samsum	templated	256	flush_cache+action_counters
40	4	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	samsum	rag	256	flush_cache+action_counters
40	5	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	ag_news	templated	256	flush_cache+action_counters
40	6	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	ag_news	rag	256	flush_cache+action_counters
40	7	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	dolly	templated	256	flush_cache+action_counters
40	8	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	dolly	rag	256	flush_cache+action_counters
40	9	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	xsum	templated	256	flush_cache+action_counters
40	10	gemma4_31b	google/gemma-4-31B-it	forced_recompute	5	xsum	rag	256	flush_cache+action_counters
