model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
google_gemma-4-31B-it,31.0,daily_dialog,templated,vllm_apc_shadowkv_plus,36.3854,35.6546,37.1162,28.2102,105,99.76,44.5693
google_gemma-4-31B-it,31.0,samsum,rag,vllm_no_cache,77.9222,76.9579,78.8866,13.443,0,237.76,0.0
google_gemma-4-31B-it,31.0,samsum,rag,vllm_apc,49.8702,49.0333,50.7071,20.9322,140,163.39,32.8238
google_gemma-4-31B-it,31.0,samsum,rag,vllm_apc_shadowkv_plus,43.6365,42.7558,44.5171,22.9168,140,113.77,40.8426
google_gemma-4-31B-it,31.0,samsum,templated,vllm_no_cache,75.2635,73.7978,76.7293,13.2295,0,239.61,0.0
google_gemma-4-31B-it,31.0,samsum,templated,vllm_apc,48.1686,47.371,48.9663,20.9951,140,140.02,40.0117
google_gemma-4-31B-it,31.0,samsum,templated,vllm_apc_shadowkv_plus,42.1476,41.1029,43.1923,23.2498,140,116.92,46.6852
google_gemma-4-31B-it,31.0,xsum,rag,vllm_no_cache,105.3671,102.8199,107.9143,9.3006,0,349.21,0.0
google_gemma-4-31B-it,31.0,xsum,rag,vllm_apc,67.435,65.8518,69.0181,15.5407,220,213.74,37.6435
google_gemma-4-31B-it,31.0,xsum,rag,vllm_apc_shadowkv_plus,59.0056,57.5596,60.4516,17.2662,220,153.21,43.6758
google_gemma-4-31B-it,31.0,xsum,templated,vllm_no_cache,109.933,107.1123,112.7537,9.3477,0,348.03,0.0
google_gemma-4-31B-it,31.0,xsum,templated,vllm_apc,70.3571,68.8324,71.8818,13.7449,220,224.99,33.8034
google_gemma-4-31B-it,31.0,xsum,templated,vllm_apc_shadowkv_plus,61.5625,59.9112,63.2138,15.6715,220,182.94,38.5037
google_gemma-4-31B-it,31.0,alpaca_eval,rag,vllm_no_cache,73.873,72.9719,74.7741,12.8855,0,221.71,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,rag,vllm_apc,47.2787,46.153,48.4044,20.9616,125,155.49,35.83
google_gemma-4-31B-it,31.0,alpaca_eval,rag,vllm_apc_shadowkv_plus,41.3689,40.233,42.5047,24.7428,125,108.26,39.293
google_gemma-4-31B-it,31.0,alpaca_eval,templated,vllm_no_cache,68.6348,67.5023,69.7673,14.8062,0,215.05,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,templated,vllm_apc,43.9263,43.3349,44.5177,23.7036,125,132.62,36.9544
google_gemma-4-31B-it,31.0,alpaca_eval,templated,vllm_apc_shadowkv_plus,38.4355,37.4577,39.4133,26.5924,125,113.39,46.6698
google_gemma-4-31B-it,31.0,oasst1,rag,vllm_no_cache,81.213,80.0885,82.3374,12.0012,0,256.11,0.0
google_gemma-4-31B-it,31.0,oasst1,rag,vllm_apc,51.9763,50.4452,53.5074,18.8502,150,155.19,33.3444
google_gemma-4-31B-it,31.0,oasst1,rag,vllm_apc_shadowkv_plus,45.4793,44.3832,46.5753,21.5858,150,126.49,45.737
google_gemma-4-31B-it,31.0,oasst1,templated,vllm_no_cache,82.7017,81.4224,83.981,11.6344,0,266.92,0.0
google_gemma-4-31B-it,31.0,oasst1,templated,vllm_apc,52.9291,51.3622,54.4959,19.4947,150,180.0,36.0572
google_gemma-4-31B-it,31.0,oasst1,templated,vllm_apc_shadowkv_plus,46.3129,45.5808,47.0451,21.1337,150,138.51,41.4461
google_gemma-4-31B-it,31.0,ultrachat,rag,vllm_no_cache,88.9659,87.62,90.3119,11.2167,0,260.82,0.0
google_gemma-4-31B-it,31.0,ultrachat,rag,vllm_apc,56.9382,55.3063,58.5701,17.9074,175,164.62,37.0964
google_gemma-4-31B-it,31.0,ultrachat,rag,vllm_apc_shadowkv_plus,49.8209,48.738,50.9039,19.5549,175,147.74,44.495
google_gemma-4-31B-it,31.0,ultrachat,templated,vllm_no_cache,90.7159,89.7135,91.7183,10.9279,0,295.09,0.0
google_gemma-4-31B-it,31.0,ultrachat,templated,vllm_apc,58.0582,56.5826,59.5338,16.3718,175,182.81,37.7867
google_gemma-4-31B-it,31.0,ultrachat,templated,vllm_apc_shadowkv_plus,50.8009,49.8795,51.7224,20.541,175,156.72,43.0992
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,vllm_no_cache,95.2962,92.506,98.0863,10.3059,0,305.74,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,vllm_apc,60.9895,60.2705,61.7086,16.5178,200,191.47,39.2783
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,vllm_apc_shadowkv_plus,53.3658,51.8325,54.8992,19.5129,200,143.11,47.6828
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,vllm_no_cache,95.0636,92.3645,97.7627,11.0423,0,290.25,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,vllm_apc,60.8407,59.0926,62.5888,17.1959,200,205.83,40.3232
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,vllm_apc_shadowkv_plus,53.2356,52.6934,53.7779,18.9121,200,140.69,48.3121
