model,dataset,mode,runtime,native_arm,overlay_arm,native_mean_latency_ms,overlay_mean_latency_ms,latency_ratio_overlay_vs_native,native_p95_latency_ms,overlay_p95_latency_ms,p95_ratio_overlay_vs_native,throughput_ratio_overlay_vs_native,energy_ratio_overlay_vs_native,overlay_allows,overlay_bypasses
google/gemma-4-E2B-it,samsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,23.178188144129308,22.54657844923713,0.972749824491689,26.48965549451532,25.780644993574242,0.9732344385872487,1.0280406299482203,0.9615921770184231,255,1
google/gemma-4-E2B-it,samsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,11.27402729696314,10.9500126831108,0.9712600825492395,13.781800247670617,14.271109994297149,1.0355040515631646,1.0295909407683972,0.9855578283362635,255,1
google/gemma-4-E2B-it,samsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,8.536379101826697,8.566637937576616,1.00354469212168,10.905635750532383,11.127140511234757,1.0203110360339662,0.9964997560665291,0.9914202206228984,255,1
google/gemma-4-E2B-it,samsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,22.964625363499636,22.402788815981012,0.9755346957058739,26.372610005637398,25.739384002008592,0.9759892553868029,1.0251053535864536,0.9729279146822208,255,1
google/gemma-4-E2B-it,samsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,10.48642441719494,10.409138421437092,0.9926299000800388,13.378838997596176,13.224857491877628,0.9884906675574604,1.0074383296192473,1.0073333302624246,255,1
google/gemma-4-E2B-it,xsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.050843351625872,11.426809254942327,1.0340214670820704,13.834864004820702,14.070319753955118,1.0170190143576672,0.9671140137539818,0.9626418894030713,255,1
google/gemma-4-E2B-it,xsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,25.90428298049119,26.499415890867795,1.0229743054777778,29.541087002144195,29.925405000540195,1.0130096092390948,0.977547005055131,1.001887860773603,255,1
google/gemma-4-E2B-it,xsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,13.812751589682648,15.191157038998426,1.0997922419994413,16.34972075407859,18.13030724224518,1.108906232402924,0.9092764423634949,1.0388711381005449,255,1
google/gemma-4-E2B-it,xsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.050691253814193,10.981813128807971,0.9937670754322768,13.52332850365201,13.3626392489532,0.98811762543109,1.006303867875354,0.9461415493131835,255,1
google/gemma-4-E2B-it,xsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,25.363558742355963,26.13225964435628,1.0303072967720663,28.55092100435286,29.58922974903544,1.0363669089527543,0.970598608972515,1.0017353723203588,255,1
google/gemma-4-E2B-it,xsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,13.88816525417269,14.481161312517088,1.0426979408360821,16.35747673935839,18.338780257181497,1.1211252535701801,0.9590858783224143,1.0157394645181625,255,1
google/gemma-4-E4B-it,ag_news,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.023233511423314,11.387086168099358,1.0330077972401643,11.947933500778163,12.218247491546208,1.0226243300358544,0.9680546119717601,1.0023814832519695,255,1
google/gemma-4-E4B-it,ag_news,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,27.348063769522923,26.358739863212577,0.9638247184646079,29.68781075833249,29.07561600659392,0.9793789189535727,1.037551827225457,0.9766254522033567,255,1
google/gemma-4-E4B-it,ag_news,rag,lmcache,lmcache,lmcache_shadowkv_plus,13.098212468548809,14.591572132815145,1.1140124782562633,14.13846249852213,15.980623749783263,1.1302943125147935,0.8976439042209486,1.0680910889714306,255,1
google/gemma-4-E4B-it,ag_news,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,10.85667422626102,11.457307320767995,1.055323857195062,11.799783751484938,12.85944074697909,1.0898030860405217,0.9475862668673487,1.0127459899713638,255,1
google/gemma-4-E4B-it,ag_news,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,27.71056358125179,26.509377359730024,0.9566524073752706,30.333447761222487,29.043446491414215,0.9574726460386948,1.0453315058512014,0.9630824148584599,255,1
google/gemma-4-E4B-it,ag_news,templated,lmcache,lmcache,lmcache_shadowkv_plus,13.02013173051364,14.222849090060663,1.0923736705926228,13.954974747321103,16.028487752919318,1.1485859374984726,0.9154380789018753,1.0386694674120651,255,1
google/gemma-4-E4B-it,daily_dialog,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,12.007021886830671,13.1078617268372,1.0916830043604677,13.826667996909237,15.14726899767993,1.0955111528725427,0.9160131060995013,1.0325745310648167,255,1
google/gemma-4-E4B-it,daily_dialog,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,28.894698116573636,27.29471314825105,0.9446270398165241,31.706775997008663,30.33215249524801,0.9566457497321601,1.0586442058552015,0.9573817595340063,255,1
google/gemma-4-E4B-it,daily_dialog,rag,lmcache,lmcache,lmcache_shadowkv_plus,14.011868328054788,14.51928932044666,1.0362136569165372,16.844679495989112,17.717372491460992,1.051808227973686,0.9650557130583253,1.0340894389704152,255,1
google/gemma-4-E4B-it,daily_dialog,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.85809527356696,12.716014019360955,1.0723487816552117,14.67382549708418,14.793581245612586,1.0081611811829303,0.9325455625889897,1.042569231677282,255,1
google/gemma-4-E4B-it,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,29.177223300166588,27.277978093252386,0.9349065815010794,33.00827649218263,30.793297497439198,0.9328962542086071,1.0696426685573792,0.9544806282004408,255,1
google/gemma-4-E4B-it,daily_dialog,templated,lmcache,lmcache,lmcache_shadowkv_plus,13.933492246394508,14.034264355188952,1.0072323655127107,17.016158748447197,17.169644004752627,1.0090199708744159,0.9928339743125024,1.0003990487979673,255,1
google/gemma-4-E4B-it,dolly,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.477127734167425,12.211231194839911,1.0639622976824645,14.947339248465141,16.11948949357611,1.0784186553624473,0.9398113851189445,1.0320132520131333,255,1
google/gemma-4-E4B-it,dolly,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,28.578997593854183,27.106270453202796,0.9484682016640048,33.133074750367086,31.25767175515648,0.9433978582024045,1.0543536059695258,0.9561705964579994,255,1
google/gemma-4-E4B-it,dolly,rag,lmcache,lmcache,lmcache_shadowkv_plus,13.964527735026877,15.494657367753462,1.1095726015057852,18.135546746634645,20.45139674737584,1.1276967291416753,0.9012418248724975,1.0322269379933335,255,1
google/gemma-4-E4B-it,dolly,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,11.412174863892233,11.721201414445659,1.027078672929485,14.35961250172113,14.731047995155677,1.0258666794379045,0.97364949025445,1.0169141513576783,255,1
google/gemma-4-E4B-it,dolly,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,27.883828699202695,26.63876320639247,0.9553481157038586,31.925690251227934,31.969106505130185,1.001359915903481,1.046771609971994,0.9615455937954607,255,1
google/gemma-4-E4B-it,dolly,templated,lmcache,lmcache,lmcache_shadowkv_plus,13.764139156364763,14.952184331264107,1.086314528021171,18.239036751765525,19.92128625352052,1.092233461922936,0.9205522850843327,1.0326036430263283,255,1
google/gemma-4-E4B-it,samsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,13.147400882445481,12.776493152671264,0.9717885129471137,17.336947505100397,16.821502500533825,0.9702689874088312,1.0290624757247655,0.9727890548153447,255,1
google/gemma-4-E4B-it,samsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,29.567328569896745,28.894983297220733,0.9772605336634794,35.03541749887518,34.59310149992234,0.9873751754501845,1.023273447295725,0.9704217265749971,255,1
google/gemma-4-E4B-it,samsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,16.229364465175422,17.737890039313697,1.092950378764075,20.579077001457335,22.80297000106657,1.108065731006874,0.9149703078906715,1.0274887996398585,255,1
google/gemma-4-E4B-it,samsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,12.542561621160075,14.60236016350791,1.164224709797146,16.437593247246696,19.615650497144088,1.1933407891346697,0.8589324027989218,1.0646458993516876,255,1
google/gemma-4-E4B-it,samsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,29.497957332239366,28.607758558507612,0.9698216807453707,35.24170675154892,34.44938025131705,0.9775173629978338,1.0311144868332642,0.9695465153525832,255,1
google/gemma-4-E4B-it,samsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,15.202097597637021,16.406324312299603,1.0792145101640291,19.981370256573427,22.02580199445947,1.1023168937682575,0.9265962975150108,1.0244650177661772,255,1
google/gemma-4-E4B-it,xsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,16.41101528485933,16.912907425876256,1.030582638082116,20.588907500496134,20.89015299861785,1.0146314464774033,0.9703471074346386,1.0260147165094706,255,1
google/gemma-4-E4B-it,xsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,34.01008628929958,33.620647105465196,0.9885493032707503,38.9934552476916,38.24825900301221,0.9808891969191803,1.0115858305375875,0.9897700183556223,255,1
google/gemma-4-E4B-it,xsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,20.943290988725494,22.09514755463715,1.0549988331123195,24.83085175481392,26.47533725394169,1.0662275106535142,0.9478938312351163,1.0230421194492099,255,1
google/gemma-4-E4B-it,xsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,15.602130167962969,16.621761194983264,1.065352039499964,19.04807149185217,20.52407500013942,1.0774883435794858,0.9386657656983135,0.9999640543957641,255,1
google/gemma-4-E4B-it,xsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,33.06359137502568,33.35087858999941,1.008688929515102,37.70015950067318,38.099699249869445,1.0105978264943185,0.9913788966014965,1.0034636731627926,255,1
google/gemma-4-E4B-it,xsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,19.404676644626306,22.1220385470815,1.1400364433904497,22.907327009306755,25.785576752241468,1.1256475599167612,0.8771655797708893,1.032035611043451,255,1
